Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
99,Marine VHF Channel 80 Shore to Ship Marina and Port Ops Duplex (shore 157.025),161.625,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
100,Marine VHF Channel 81 Ship to Shore Public & Port Ops Duplex (shore 161.675),157.075,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
101,Marine VHF Channel 81 Shore to Ship Public & Port Ops Duplex (shore 157.075),161.675,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
102,Marine VHF Channel 82 Ship to Shore Public & Port Ops Duplex (shore 161.725),157.125,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
103,Marine VHF Channel 82 Shore to Ship Public & Port Ops Duplex (shore 157.125),161.725,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
104,Marine VHF Channel 83 Ship to Shore Public Duplex (shore 161.775),157.175,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
105,Marine VHF Channel 83 Shore to Ship Public Duplex (shore 157.175),161.775,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
106,Marine VHF Channel 84 Ship to Shore Public & Port Ops Duplex (shore 161.825),157.225,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
107,Marine VHF Channel 84 Shore to Ship Public & Port Ops Duplex (shore 157.225),161.825,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
108,Marine VHF Channel 85 Ship to Shore Public Duplex (shore 161.875),157.275,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
109,Marine VHF Channel 85 Shore to Ship Public Duplex (shore 157.275),161.875,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
110,Marine VHF Channel 86 Ship to Shore Public & Coastguard Medilink Duplex (shore 161.925),157.325,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
111,Marine VHF Channel 86 Shore to Ship Public & Coastguard Medilink Duplex (shore 157.325),161.925,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
112,Marine VHF Channel 87 Public,157.375,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
113,Marine VHF Channal 87B AIS Data,161.975,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
114,Marine VHF Channel 88 Public,157.425,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
115,Marine VHF Channel 88B AIS Data,162.025,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
116,Marine VHF Channel M2 Marinas & Yacht Clubs,161.425,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
