Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
109,EGBB (BIRMINGHAM) GROUND,455.475,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
110,EGNH (BLACKPOOL) TOWER,455.775,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
111,EGHH (BOURNEMOUTH) GROUND,455.7,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
112,EGHH (BOURNEMOUTH) TOWER,455.4875,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
113,EGGD (BRISTOL) GROUND,455.525,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
114,EGGD (BRISTOL) TOWER,455.8,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
115,EGTG (BRISTOL FILTON (DISUSED)) GROUND,455.65,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
116,EGTG (BRISTOL FILTON (DISUSED)) TOWER,455.6,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
117,EGSC (CAMBRIDGE) GROUND,455.7375,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
118,EGSC (CAMBRIDGE) TOWER,455.7875,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
119,EGBE (COVENTRY) GROUND,455.5375,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
120,EGTC (CRANFIELD) TOWER,455.525,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
121,EGCN (DONCASTER SHEFFIELD) GROUND,455.6375,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
122,EGCN (DONCASTER SHEFFIELD) TOWER,455.5625,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
123,EGNV (DURHAM TEES VALLEY) UNKNOWN,455.7625,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
124,EGNX (EAST MIDLANDS) GROUND,455.4875,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
125,EGNX (EAST MIDLANDS) TOWER,455.525,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
126,EGPH (EDINBURGH) TOWER,455.8375,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
127,EGKK (GATWICK) GROUND,455.475,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
128,EGPF (GLASGOW INTERNATIONAL) GROUND,455.7,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
129,EGPF (GLASGOW INTERNATIONAL) TOWER,455.8375,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
130,EGPK (GLASGOW PRESTWICK) TOWER,455.625,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
131,EGBJ (GLOUCESTER STAVERTON) GROUND,455.55,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
132,EGJB (GUERNSEY) TOWER,455.5,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
133,EGNR (HAWARDEN) TOWER,455.7,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
134,ECNJ (HUMBERSIDE) UNKNOWN,455.625,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
135,ECNJ (HUMBERSIDE) UNKNOWN,455.55,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
136,ECNJ (HUMBERSIDE) UNKNOWN,455.75,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
137,EGPE (INVERNESS) TOWER,455.775,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
138,EGHC (LANDS END) TOWER,455.4875,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
139,EGNM (LEEDS BRADFORD) UNKNOWN,455.4875,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
140,EGNM (LEEDS BRADFORD) UNKNOWN,455.55,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
